Name,Description,engunits
28MAY71EW100XJ60_I_UTGB_PI09,UTE-TRI: st turb speed ch1 act val,rpm
28MAY71EW902XJ60_I_UTGB_PI09,UTE-TRI: hp ref t strc ch1,°C
28MAY71EW910XJ60_I_UTGB_PI09,UTE-TRI: hp avg rtr temp ch1,°C
28MAY71EW910XJ61_I_UTGB_PI09,UTE-TRI: dt1 hp surf stress ch1,°C
28MAY71EW940XJ60_I_UTGB_PI09,UTE-TRI: hp rel ref strs ch1,%
28MAY72EW100XJ60_I_UTGB_PI09,UTE-TRI: st turb speed ch2 act val,rpm
28MAY72EW902XJ60_I_UTGB_PI09,UTE-TRI: hp ref t strc ch2,°C
28MAY72EW910XJ60_I_UTGB_PI09,UTE-TRI: hp avg rtr temp ch2,°C
28MAY72EW910XJ61_I_UTGB_PI09,UTE-TRI: dt1 hp surf stress ch2,°C
28MAY72EW940XJ60_I_UTGB_PI09,UTE-TRI: hp rel ref strs ch2,%
28MAY73EW100XJ60_I_UTGB_PI09,UTE-TRI: st turb speed ch3 act val,rpm
28MAY73EW902XJ60_I_UTGB_PI09,UTE-TRI: hp ref t strc ch2,°C
28MAY73EW910XJ60_I_UTGB_PI09,UTE-TRI: hp avg rtr temp ch3,°C
28MAY73EW910XJ61_I_UTGB_PI09,UTE-TRI: dt1 hp surf stress ch3,°C
28MAY73EW940XJ60_I_UTGB_PI09,UTE-TRI: hp rel ref strs ch3,%
28MAY80DP105XJ60_I_UTGB_PI09,UTE-TRI: gls ctrl var press manu pos,%
28MAY80DP105XJ61_I_UTGB_PI09,UTE-TRI: ctrl var press ctrl man stat,%
28MAY80DP105XJ62_I_UTGB_PI09,UTE-TRI: p setp gls seal sys act val,mbar
28MAY80DP105XJ63_I_UTGB_PI09,UTE-TRI: pos stm admi opr cv,%
28MAY80DT110XJ60_I_UTGB_PI09,UTE-TRI: gls ctrl var temp lpt manu pos,%
28MAY80DT110XJ61_I_UTGB_PI09,UTE-TRI: pos gls seg winj cv hp,%
28MAY80DT110XJ62_I_UTGB_PI09,UTE-TRI: t setp gls seal sys hpt act val,°C
28MAY80DT110XJ63_I_UTGB_PI09,UTE-TRI: pos gls seg winj cv lp,%
28MAY80DT110XJ64_I_UTGB_PI09,UTE-TRI: t setp gls seal sys lpt act val,°C
28MAY80DT110XJ65_I_UTGB_PI09,UTE-TRI: gls ctrl var temp hpt manu pos,%
28MKA10CE103XQ50_I_UTGB_PI09,UTE-TRI: frequência gerador TV28,Hz
28MKA10CE104XQ50_I_UTGB_PI09,UTE-TRI: tensão fase-fase AB gerador TV 28MKA,kV
28MKA10CE105XQ50_I_UTGB_PI09,UTE-TRI: tensão fase-fase BC gerador TV 28MKA,kV
28MKA10CE106XQ50_I_UTGB_PI09,UTE-TRI: tensão fase-fase CA gerador TV 28MKA,kV
28MKA10CE606XQ50_I_UTGB_PI09,UTE-TRI: potência reativa instantânea TV 28MA - bruta,MVAr
28MKA10CE607XE60_I_UTGB_PI09,UTE-TRI: Fator de Potência,none
28MKA10CE611XQ50_I_UTGB_PI09,UTE-TRI: corrente fase A gerador TV 28MKA,A
28MKA10CE612XQ50_I_UTGB_PI09,UTE-TRI: corrente fase B gerador TV 28MKA,A
28MKA10CE613XQ50_I_UTGB_PI09,UTE-TRI: corrente fase C gerador TV 28MKA,A
28MKA10CE901XQ51_I_UTGB_PI09,UTE-TRI: potência ativa instantânea TV 28MA - bruta : ponto gerador : sistema ALSPA : ponto ONS IEC104 72,MW
28MKA10CE903XQ51_I_UTGB_PI09,UTE-TRI: frequência fase A gerador 28MKA : ponto gerador : sistema ALSPA,Hz
28MKA10CE904XQ51_I_UTGB_PI09,UTE-TRI: tensão fase A gerador 28MKA : ponto gerador : sistema ALSPA : ponto ONS IEC104 71,kV
28MKA10CE906XQ51_I_UTGB_PI09,UTE-TRI: potência reativa instantânea TV 28MA - bruta : ponto gerador : sistema ALSPA : ponto ONS IEC104 73,MVAr
28MKA10CE911XQ51_I_UTGB_PI09,UTE-TRI: corrente fase A gerador 28MKA : ponto gerador : sistema ALSPA,A
28MKA10CT001XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV28 - medição 1,°C
28MKA10CT002XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV28 - medição 2,°C
28MKA10CT003XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV28 - medição 3,°C
28MKA10CT004XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV28 - medição 4,°C
28MKA10CT005XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV28 - medição 5,°C
28MKA10CT006XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV28 - medição 6,°C
28MKA10CT007XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV28 - medição 7,°C
28MKA10CT008XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV28 - medição 8,°C
28MKA10CT009XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV28 - medição 9,°C
28MKA10CT010XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV28 - medição 10,°C
28MKA10CT011XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV28 - medição 11,°C
28MKA10CT012XJ60_I_UTGB_PI09,UTE-TRI: temperatura vão gerador TV28 - medição 12,°C
28MKA13CT011XJ60_I_UTGB_PI09,UTE-TRI: temperatura saída ar refrigeração gerador TV 28MKA - lado da turbina DE driving end,°C
28MKA13CT016XJ60_I_UTGB_PI09,UTE-TRI: temperatura entrada ar refrigeração gerador TV 28MKA - lado da turbina DE driving end,°C
28MKA13CT021XJ60_I_UTGB_PI09,UTE-TRI: temperatura saída ar refrigeração gerador TV 28MKA - lado oposto à turbina NDE non-driving end,°C
28MKA13CT026XJ60_I_UTGB_PI09,UTE-TRI: temperatura entrada ar refrigeração gerador TV 28MKA - lado oposto à turbina NDE non-driving end,°C
28MKC50EW801XG01_I_UTGB_PI09,UTE-TRI: status proteção relé de sobrecorrente fase instantâneo 50T trafo excitação do gerador 28MKY,s
28MKD10CY020XJ60_I_UTGB_PI09,UTE-TRI: vibração pedestal gerador TV 28MKA - posição YI,mm/s
28MKD10CY021XJ60_I_UTGB_PI09,UTE-TRI: vibração relativa eixo TV 28MKA - posição YIZA lado da turbina DE driving end medição 1,µm
28MKD10CY022XJ60_I_UTGB_PI09,UTE-TRI: vibração relativa eixo TV 28MKA - posição YIZA lado da turbina DE driving end medição 2,µm
28MKD11CT001XJ60_I_UTGB_PI09,UTE-TRI: temperatura mancal rolamento gerador TV 28MKA - lado da turbina DE driving end medição 1,°C
28MKD11CT002XJ60_I_UTGB_PI09,UTE-TRI: temperatura mancal rolamento gerador TV 28MKA - lado da turbina DE driving end medição 2,°C
28MKD20CY020XJ60_I_UTGB_PI09,UTE-TRI: vibração pedestal gerador TV 28MKA - posição YI,mm/s
28MKD20CY021XJ60_I_UTGB_PI09,UTE-TRI: vibração relativa eixo TV 28MKA - posição YIZA lado da turbina NDE non-driving end medição 1,µm
28MKD20CY022XJ60_I_UTGB_PI09,UTE-TRI: vibração relativa eixo TV 28MKA - posição YIZA lado da turbina NDE non-driving end medição 2,µm
28MKD21CT001XJ60_I_UTGB_PI09,UTE-TRI: temperatura mancal rolamento gerador TV 28MKA - lado da turbina NDE non-driving end medição 1,°C
28MKD21CT002XJ60_I_UTGB_PI09,UTE-TRI: temperatura mancal rolamento gerador TV 28MKA - lado da turbina NDE non-driving end medição 2,°C
28MKY10EW804XG01_I_UTGB_PI09,UTE-TRI: status proteção relé de desbalanceamento de corrente de fase 46G gerador 28MKY,none
28MKY10EW806XG01_I_UTGB_PI09,UTE-TRI: status proteção relé de sobretensão 59G gerador 28MKY,none
28MKY10EW810XG01_I_UTGB_PI09,UTE-TRI: status proteção relé de perda de excitação 40G gerador 28MKY,none
28MKY10EW813XG01_I_UTGB_PI09,UTE-TRI: status proteção relé de sobrefrequência 81 gerador 28MKY : ponto ONS IEC104 1067,none
28MKY10EW814XG01_I_UTGB_PI09,UTE-TRI: status proteção relé diferencial 87G gerador 28MKY,none
28MKY10EW821XG01_I_UTGB_PI09,UTE-TRI: status proteção relé direcional de potência (contra motorização) 32R gerador 28MKY : ponto ONS IEC104 1066,none
28MKY10EW850XG01_I_UTGB_PI09,UTE-TRI: status proteção contra trip nível 1 gerador 28MKA,none
28MKY10EW851XG03_I_UTGB_PI09,UTE-TRI: status proteção contra trip nível 2 gerador 28MKA,none
28MKY20CE032XQ50_I_UTGB_PI09,UTE-TRI: corrente campo gerador TV 28MKA,A
28MKY20CE042XQ50_I_UTGB_PI09,UTE-TRI: tensão campo gerador TV 28MKA,V
28MKY20CE602XJ60_I_UTGB_PI09,UTE-TRI: potência ativa instantânea TV 28MA - bruta,MW
28MKY20CE602XJ61_I_UTGB_PI09,UTE-TRI: potência ativa instantânea TV 28MA - bruta : CAG,MW
28MKY20DE001FXQ50_I_UTGB_PI09,UTE-TRI: potência reativa instantânea TV 28MA - bruta : feedback do setpoint,MVAr
28MKY20DE001SXJ60_I_UTGB_PI09,UTE-TRI: potência reativa instantânea TV 28MA - bruta : setpoint,MVAr
28MKY20DE002FXQ50_I_UTGB_PI09,UTE-TRI: tensão gerador TV 28MKA feedback do setpoint,%
28MKY20DE002SXJ60_I_UTGB_PI09,UTE-TRI: setpoint de tensão gerador TV 28MKA,%
28MKY20EW856XG01_I_UTGB_PI09,UTE-TRI: status proteção relé de terra 64F rotor gerador 28MKY,none
28MKY25CX391XJ60_I_UTGB_PI09,UTE-TRI: temperatura máxima vão gerador TV 28MKA,°C
28PAB10CP001XQ50_I_UTGB_PI09,UTE-TRI: Pressão de agua de Resfriamento na Entrada do Condensador,bar
28PAB30CG001XQ50_I_UTGB_PI09,UTE-TRI: pos isov aft cond,%
28PAB40CG001XQ50_I_UTGB_PI09,UTE-TRI: pos isov aft cond,%
28PAH10CP001XQ50_I_UTGB_PI09,UTE-TRI: Pressão de agua de Resfriamento na Entrada da TR,bar
28PAH10CT001XQ50_I_UTGB_PI09,UTE-TRI: temperatura de água de resfriamento na saída do condensador linha 1 bloco 1,°C
28PAH20CP001XQ50_I_UTGB_PI09,UTE-TRI: Pressão de agua de Resfriamento na Entrada da TR,bar
28PAH20CT001XQ50_I_UTGB_PI09,UTE-TRI: temperatura de água de resfriamento na saída do condensador linha 2 bloco 1,°C
28QUL30CQ021XJ60_I_UTGB_PI09,UTE-TRI: condutividade catiônica condensado bloco 02,µS/cm
28QUL30CQ021XQ50_I_UTGB_PI09,UTE-TRI: cc con,%
28QUL40CQ011XQ50_I_UTGB_PI09,UTE-TRI: condutividade específica da água de alimentação HRSGs bloco 02,µS/cm
28QUL40CQ021XJ60_I_UTGB_PI09,UTE-TRI: condutividade catiônica água desmineralizada na saída bomba nível HP,µS/cm
28QUL40CQ021XQ50_I_UTGB_PI09,UTE-TRI: cc fdw,%
28QUL40CQ041XJ60_I_UTGB_PI09,UTE-TRI: concentração O2 água de alimentação ou condensado bloco 2,ppb
28QUL40CQ041XQ50_I_UTGB_PI09,UTE-TRI: do fdw,%
29BBA00CE044XQ50_I_UTGB_PI09,UTE-TRI: tensão fase-fase barramento 29BBA,kV
29BBB00CE044XQ50_I_UTGB_PI09,UTE-TRI: tensão fase-fase barramento 29BBB,kV
29BBB00CE102XQ50_I_UTGB_PI09,UTE-TRI: corrente fase B disjuntor interligação de barras 29BBA e 29BBB,A
29BFA00CE044XQ50_I_UTGB_PI09,UTE-TRI: tensão fase-fase barramento 29BFA,V
29BFB00CE044XQ50_I_UTGB_PI09,UTE-TRI: tensão fase-fase barramento 29BFB,V
29BFC00CE044XQ50_I_UTGB_PI09,UTE-TRI: tensão fase-fase barramento 29BFC,V
29BFD00CE044XQ50_I_UTGB_PI09,UTE-TRI: tensão fase-fase barramento 29BFD,V
29BFT10CE101XQ50_I_UTGB_PI09,UTE-TRI: corrente fase B trafo auxiliar 29BFT10 - lado de alta,A
29BFT10CE102XQ50_I_UTGB_PI09,UTE-TRI: corrente fase B trafo auxiliar 29BFT10 - lado de baixa,A
29BFT20CE101XQ50_I_UTGB_PI09,UTE-TRI: corrente fase B trafo auxiliar 29BFT20 - lado de alta,A
29BFT20CE102XQ50_I_UTGB_PI09,UTE-TRI: corrente fase B trafo auxiliar 29BFT20 - lado de baixa,A
29BFT30CE101XQ50_I_UTGB_PI09,UTE-TRI: corrente fase B trafo auxiliar 29BFT30 - lado de alta,A
29BFT30CE102XQ50_I_UTGB_PI09,UTE-TRI: corrente fase B trafo auxiliar 29BFT30 - lado de baixa,A
29BFT40CE101XQ50_I_UTGB_PI09,UTE-TRI: corrente fase B trafo auxiliar 29BFT40 - lado de alta,A
29BFT40CE102XQ50_I_UTGB_PI09,UTE-TRI: corrente fase B trafo auxiliar 29BFT40 - lado de baixa,A
29BMA00CE044XQ50_I_UTGB_PI09,UTE-TRI: tensão fase-fase do barramento 29BMA00 controle motores CCM,V
29BRA10CE201XQ50_I_UTGB_PI09,UTE-TRI: tensão fase-fase barramento UPS 29BRA10,V
29BRB10CE201XQ50_I_UTGB_PI09,UTE-TRI: tensão fase-fase barramento UPS 29BRB10,V
29BRV10CE102XQ50_I_UTGB_PI09,UTE-TRI: corrente fase B grupo gerador emergência bloco 1,A
29BUA10CE201XQ50_I_UTGB_PI09,UTE-TRI: tensão fase-fase barramento de distribuição 29BUA10,V
29BUB10CE201XQ50_I_UTGB_PI09,UTE-TRI: tensão fase-fase barramento de distribuição 29BUB10,V
29EKA01CP001XQ50_I_UTGB_PI09,UTE-TRI: Pressão de Entrada do Gas Natural na Estação de Gas,bar
29EKA01CT001AXQ50_I_UTGB_PI09,UTE-TRI: Temperatura de Entrada do Gas Natural na Estação de Gas,°C
29EKC01EA100XB01_I_UTGB_PI09,UTE-TRI: status aquecedor GN 1 bloco 2 (29EKC01),none
29EKC01EP001XE04_I_UTGB_PI09,UTE-TRI: Temperatura do Banho de oleo do DPH 1,°C
29EKC02EA100XB01_I_UTGB_PI09,UTE-TRI: status aquecedor GN 2 bloco 2 (29EKC02),none
29EKC02EP001XE04_I_UTGB_PI09,UTE-TRI: Temperatura do Banho de oleo do DPH 2,°C
29EKD30CT001XQ50_I_UTGB_PI09,UTE-TRI: Temperatura do Gas Natural Apos a Redução de Pressão,°C
29EKD30CT002XQ50_I_UTGB_PI09,UTE-TRI: Temperatura do Gas Natural Apos a Redução de Pressão,°C
29GHC10AP001XB01_I_UTGB_PI09,UTE-TRI: status bomba de água desmineralizada 29GHC10 bloco 02,none
29GHC20AP001XB01_I_UTGB_PI09,UTE-TRI: status bomba de água desmineralizada 29GHC20 bloco 02,none
29LCM10CL002XQ50_I_UTGB_PI09,UTE-TRI: l adv,mm
29MYA00CE600XJ60_I_UTGB_PI09,UTE-TRI: potência ativa total bloco 2,MW
29MYA00CE601XJ60_I_UTGB_PI09,UTE-TRI: potência ativa carga mínima bloco 2,MW
29MYA00CE602XJ60_I_UTGB_PI09,UTE-TRI: potência ativa carga máxima bloco 2,MW
29MYA00DU100XE04_I_UTGB_PI09,UTE-TRI: setpoint efetivo potência ativa total bloco 2,MW
29MYA00DU100XE60_I_UTGB_PI09,UTE-TRI: setpoint potência ativa total bloco 2 - medição principal,MW
29MYA00DU100XE61_I_UTGB_PI09,UTE-TRI: setpoint potência ativa total bloco 2 - medição auxiliar,MW
29MYA00DU101XE04_I_UTGB_PI09,UTE-TRI: setpoint efetivo CAG - limite superior bloco 2,MW
29MYA00DU101XE60_I_UTGB_PI09,UTE-TRI: setpoint medido CAG - limite superior bloco 2,MW
29MYA00DU101XE61_I_UTGB_PI09,UTE-TRI: setpoint medição auxiliar CAG - limite superior bloco 2,MW
29MYA00DU102XE04_I_UTGB_PI09,UTE-TRI: setpoint efetivo gradiente CAG bloco 2,MW/mn
29MYA00DU102XE60_I_UTGB_PI09,UTE-TRI: setpoint medido gradiente CAG bloco 2,MW/mn
29MYA00DU102XE61_I_UTGB_PI09,UTE-TRI: setpoint medição auxiliar gradiente CAG bloco 2,MW/mn
29MYA00DU103XE04_I_UTGB_PI09,UTE-TRI: setpoint efetivo CAG - limite inferior bloco 2,%
29MYA00DU103XE60_I_UTGB_PI09,UTE-TRI: setpoint medido CAG - limite inferior bloco 2,%
29MYA00DU103XE61_I_UTGB_PI09,UTE-TRI: setpoint medição auxiliar CAG - limite inferior bloco 2,%
29PAB01CG001XQ50_I_UTGB_PI09,UTE-TRI: pos mcw cmb chkv1,graus
29PAB01CP002XQ50_I_UTGB_PI09,UTE-TRI: Pressão na Saida da PAC 10,bar
29PAB02CG001XQ50_I_UTGB_PI09,UTE-TRI: pos mcw cmb chkv2,graus
29PAB02CP002XQ50_I_UTGB_PI09,UTE-TRI: Pressão na Saida da PAC 20,bar
29PAB09AA010XQ50_I_UTGB_PI09,UTE-TRI: mcw blwdn v,%
29PAB09CT001XQ50_I_UTGB_PI09,UTE-TRI: temperatura da água de resfriamento na entrada do condensador bloco 1,°C
29PAC10AP001XB01_I_UTGB_PI09,UTE-TRI: status operação bomba alimentação torre resfriamento 29PAC10,none
29PAC10CE001XQ50_I_UTGB_PI09,UTE-TRI: corrente fase B bomba 1 de makeup bloco 2,A
29PAC10CL001XQ50_I_UTGB_PI09,UTE-TRI: nível da torre resfriamento na bomba 29PAC10,mm
29PAC10CT001XQ50_I_UTGB_PI09,UTE-TRI: temperatura óleo mancal bomba 1 de makeup bloco 2,°C
29PAC10CT002XQ50_I_UTGB_PI09,UTE-TRI: temperatura mancal motor bomba 1 de makeup bloco 2,°C
29PAC10CT003XQ50_I_UTGB_PI09,UTE-TRI: temperatura enrolamento A motor bomba 1 makeup bloco 2,°C
29PAC10CT004XQ50_I_UTGB_PI09,UTE-TRI: temperatura enrolamento B motor bomba 1 makeup bloco 2,°C
29PAC10CT005XQ50_I_UTGB_PI09,UTE-TRI: temperatura enrolamento C motor bomba 1 makeup bloco 2,°C
29PAC10CT006XQ50_I_UTGB_PI09,UTE-TRI: temperatura mancal bomba 1 de makeup bloco 2,°C
29PAC20AP001XB01_I_UTGB_PI09,UTE-TRI: status operação bomba alimentação torre resfriamento 29PAC20,none
29PAC20CE001XQ50_I_UTGB_PI09,UTE-TRI: corrente fase B bomba 2 de makeup bloco 2,A
29PAC20CL001XQ50_I_UTGB_PI09,UTE-TRI: nível da torre resfriamento na bomba 29PAC20,mm
29PAC20CT001XQ50_I_UTGB_PI09,UTE-TRI: temperatura óleo mancal bomba 2 de makeup bloco 2,°C
29PAC20CT002XQ50_I_UTGB_PI09,UTE-TRI: temperatura mancal motor bomba 2 de makeup bloco 2,°C
29PAC20CT003XQ50_I_UTGB_PI09,UTE-TRI: temperatura enrolamento A motor bomba 2 makeup bloco 2,°C
29PAC20CT004XQ50_I_UTGB_PI09,UTE-TRI: temperatura enrolamento B motor bomba 2 makeup bloco 2,°C
29PAC20CT005XQ50_I_UTGB_PI09,UTE-TRI: temperatura enrolamento C motor bomba 2 makeup bloco 2,°C
29PAC20CT006XQ50_I_UTGB_PI09,UTE-TRI: temperatura mancal bomba 2 de makeup bloco 2,°C
29PAD11AN001XB01_I_UTGB_PI09,UTE-TRI: status operação ventilador alimentação torre resfriamento 29PAD11,none
29PAD12AN001XB01_I_UTGB_PI09,UTE-TRI: status operação ventilador alimentação torre resfriamento 29PAD12,none
29PAD13AN001XB01_I_UTGB_PI09,UTE-TRI: status operação ventilador alimentação torre resfriamento 29PAD13,none
29PAD14AN001XB01_I_UTGB_PI09,UTE-TRI: status operação ventilador alimentação torre resfriamento 29PAD14,none
29PAD15AN001XB01_I_UTGB_PI09,UTE-TRI: status operação ventilador alimentação torre resfriamento 29PAD15,none
29PAD16AN001XB01_I_UTGB_PI09,UTE-TRI: status operação ventilador alimentação torre resfriamento 29PAD16,none
29PAD20CL001XQ50_I_UTGB_PI09,UTE-TRI: Nivel da Torre de Resfriamento,mm
29PAR01AA005XE04_I_UTGB_PI09,UTE-TRI: mcw mkup wtr cv eff out,%
29PAR01AA005XE05_I_UTGB_PI09,UTE-TRI: mcw mkup wtr cv auto val,%
29PAR01AA005XE60_I_UTGB_PI09,UTE-TRI: mcw mkup wtr cv meas meas,mm
29PAR01AA005XE61_I_UTGB_PI09,UTE-TRI: mcw mkup wtr cv auxiliar value,mm
29PAR01CP001XQ50_I_UTGB_PI09,UTE-TRI: p mcw mkup wtr,bar
29PGA20CT001XQ50_I_UTGB_PI09,UTE-TRI: t aft ccw inclr,°C
29PGC10AP001XB01_I_UTGB_PI09,UTE-TRI: status bomba 29PGC10AP001,none
29PGC20AP001XB01_I_UTGB_PI09,UTE-TRI: status bomba 29PGC20AP001,none
29PUK10SP101XE04_I_UTGB_PI09,UTE-TRI: * eff sp eff sp,mn
29PUK10SP101XE60_I_UTGB_PI09,UTE-TRI: * meas meas,mn
29PUK10SP101XE61_I_UTGB_PI09,UTE-TRI: * auxiliar value,mn
29PUK19CL001XQ50_I_UTGB_PI09,UTE-TRI: percentual volumétrico tanque NaClO (hipoclorito de sódio) bloco 2 : medidor 29PUK19CL001,%
29PUN20DF100XE04_I_UTGB_PI09,UTE-TRI: percentual efetivo válvula controle inibidor corrosão bloco 2,%
29PUN20DF100XE60_I_UTGB_PI09,UTE-TRI: percentual abertura válvula controle inibidor corrosão - medição principal bloco 2,%
29PUN20DF100XE61_I_UTGB_PI09,UTE-TRI: percentual abertura válvula controle inibidor corrosão - medição auxiliar bloco 2,%
29QFA01CP010XQ50_I_UTGB_PI09,UTE-TRI: pressão ar instrumento bloco 2,bar
29QFA01EA120XB01_I_UTGB_PI09,UTE-TRI: Estado Compresor aire 1 Bloco II,none
29QFA01EA130XB01_I_UTGB_PI09,UTE-TRI: Estado Compresor aire 2 Bloco II,none
29QUH00CQ002XQ50_I_UTGB_PI09,UTE-TRI: percentual de 02 saída TG - bloco 2,%
29QUH00FQ001XQ50_I_UTGB_PI09,UTE-TRI: concentração volumétrica NOx emissões bloco 2,ppm
29QUH00FQ003XQ50_I_UTGB_PI09,UTE-TRI: concentração volumétrica CO emissões bloco 2,ppm
29QUH00FQ005XQ50_I_UTGB_PI09,UTE-TRI: concentração volumétrica SO2 emissões bloco 2,ppm
29QUP70CQ011XQ50_I_UTGB_PI09,UTE-TRI: condutividade específica água bacia torre de resfriamento bloco 2,µS/cm
29QUP70CQ031XQ50_I_UTGB_PI09,UTE-TRI: concentração cloro livre água bacia torre de resfriamento bloco 2,none
29QUP70CQ032XQ50_I_UTGB_PI09,UTE-TRI: pH água de circulação bloco 2,none
31AEA10CE211XQ50_I_UTGB_PI09,UTE-TRI: corrente fase A gerador 31MKA : ponto GIS (subestação) : sistema ALSPA : ponto ONS IEC104 33,A
31AEA10CE604XQ50_I_UTGB_PI09,UTE-TRI: potência ativa instantânea TG 31MB - bruta : ponto GIS (subestação) : sistema ALSPA : ponto ONS IEC104 31,MW
31AEA10CE606XQ50_I_UTGB_PI09,UTE-TRI: potência reativa instantânea TG 31MB - bruta : ponto GIS (subestação) : sistema ALSPA : ponto ONS IEC104 32,MVAr
31AEA10CP201XG02_I_UTGB_PI09,UTE-TRI: status alarme baixa pressão gás de isolamento SF6 nível 1 disjuntor D6G31 após trafo elevador 31BAT10,none
31AEA10CP202XG04_I_UTGB_PI09,UTE-TRI: status alarme e proteção baixa pressão gás de isolamento SF6 nível 2 disjuntor D6G31 após trafo elevador 31BAT10,none
31AEA10EG202XG01_I_UTGB_PI09,UTE-TRI: status alarme falha de tensão CC disjuntor D6G31 após trafo elevador 31BAT10 (138 kV),none
31AEA10EG203XG01_I_UTGB_PI09,UTE-TRI: status alarme falha de tensão circuito 1 de comando (Q-50) disjuntor D6G31 após trafo elevador 31BAT10 (138 kV),none
31AEA10EG204XG01_I_UTGB_PI09,UTE-TRI: status alarme falha de tensão circuito 2 de comando (Q-50) disjuntor D6G31 após trafo elevador 31BAT10 (138 kV),none
31AEA10EW210XG01_I_UTGB_PI09,UTE-TRI: status proteção contra discrepância entre fases disjuntor D6G31 após trafo elevador 31BAT10 (138 kV) : ponto ONS IEC101 1069,none
31AEA10EZ101XG01_I_UTGB_PI09,UTE-TRI: status proteção relé diferencial 87LC/T modelo P632 trafo elevador 31BAT10,none
31AEA10EZ201XG01_I_UTGB_PI09,UTE-TRI: status proteção relé de sobrecorrente direcional e direcional de neutro 67/67N modelo P141 trafo elevador 31BAT10,none
31AEA10EZ202XG01_I_UTGB_PI09,UTE-TRI: status proteção relé de sobretensão 59 modelo P141 trafo elevador 31BAT10,none
31AEA10EZ203XG01_I_UTGB_PI09,UTE-TRI: status proteção relé de sobrecorrente instantâneo e instantâneo de neutro 50/50N modelo P141 trafo elevador 31BAT10,none
31AEA10EZ204XG01_I_UTGB_PI09,UTE-TRI: status proteção relé de subtensão 27 modelo P141 trafo elevador 31BAT10,none
31AEA10EZ205XG01_I_UTGB_PI09,UTE-TRI: status proteção relé contra falha 50/62BF modelo P141 disjuntor D6G31 após trafo elevador 31BAT10 : ponto ONS IEC101 1245,none
31AEA10EZ301XG01_I_UTGB_PI09,UTE-TRI: status proteção relé auxiliar de bloqueio 86L trafo elevador 31BAT10 : ponto ONS IEC101 1246,none
31AEA10GS100XB01_I_UTGB_PI09,UTE-TRI: posição disjuntor D6G31 após trafo elevador 31BAT10 : ponto ONS IEC104 1096,none
31AEA10GS201XB01_I_UTGB_PI09,UTE-TRI: posição chave seccionadora seletora S6G313 barramento 3 após trafo elevador 31BAT10 : ponto ONS IEC104 1116,none
31AEA10GS202XB01_I_UTGB_PI09,UTE-TRI: posição chave seccionadora seletora S6G314 barramento 4 após trafo elevador 31BAT10 : ponto ONS IEC104 1117,none
31AEA10GS601XB01_I_UTGB_PI09,UTE-TRI: posição chave seccionadora de aterramento e testes S6G316T na alimentação após trafo elevador 31BAT10,none
31AEA10GS603XB01_I_UTGB_PI09,UTE-TRI: posição chave seccionadora de aterramento S6G315T após trafo elevador 31BAT10,none
31BAT10CL001XG11_I_UTGB_PI09,UTE-TRI: status alarme nível óleo alto trafo elevador 31BAT10,none
31BAT10CL001XG12_I_UTGB_PI09,UTE-TRI: status alarme nível óleo baixo trafo elevador 31BAT10,none
31BAT10CP001XG11_I_UTGB_PI09,UTE-TRI: status proteção alívio de pressão transformador elevador 31BAT10,none
31BAT10CQ001XG11_I_UTGB_PI09,UTE-TRI: status alarme pressão de gás (Buchholz) 63T trafo elevador 31BAT10,none
31BAT10CT001XG11_I_UTGB_PI09,UTE-TRI: status alarme sobretemperatura oleo 26T trafo elevador 31BAT10 : ponto ONS IEC104 1180,none
31BAT10CT002XG11_I_UTGB_PI09,UTE-TRI: status alarme sobretemperatura enrolamento 49T trafo elevador 31BAT10 : ponto ONS IEC104 1179,none
31BAT10EW801XG01_I_UTGB_PI09,UTE-TRI: status proteção relé diferencial 87T trafo elevador 31BAT10,none
31BAT10EW802XG01_I_UTGB_PI09,UTE-TRI: status proteção relé de sobre-excitação 24 trafo elevador 31BAT10,none
31BAT10EW803XG01_I_UTGB_PI09,UTE-TRI: status proteção relé de sobrecorrente fase instantâneo e temporizado 50/51T trafo elevador 31BAT10,none
31BAT10EW804XG01_I_UTGB_PI09,"UTE-TRI: status proteção relé sobretemperatura óleo, enrolamento, buchholz e nível de óleo 26T 49T 63T 71T trafo elevador 31BAT10  ",none
31BAT10EW805XG01_I_UTGB_PI09,UTE-TRI: status proteção relé de sobrecorrente neutro instantâneo e temporizado 50/51T trafo elevador 31BAT10,none
31BAT10EW810XG01_I_UTGB_PI09,UTE-TRI: status proteção contra trip nível 1 trafo elevador 31BAT10,none
31BAT10EW811XG03_I_UTGB_PI09,UTE-TRI: status proteção contra trip nível 2 trafo elevador 31BAT10,none
